"
성*수","와 진짜 만화 안보는데 이건 너무 좋아요~!!!
어제 꿈에 나옴ㅋㅋㅋㅋㅋ"
"
김*영",밑에 계신 분 말씀에 폭풍공감ㅋㅋㅋㅋ 그나저나 시즌2 빨리 나왔으면... 현기증 날 것 같아요ㅠㅠ
"
정*리",타겟이 5~10세라니요 ㅋㅋㅋㅋㅋㅋ 5~25세로 해주셔야 할것 같은데...
"
황*희",Ost 구매할수는 없나요???  뮤직비디오만있고 음원은 없네요 아이가 좋아하는데 없네요ㅜㅜ
"
조*나","재미있는데.... 결제 안하고 볼 수 잇게 해주세요.....
"
"
홍*숙",잼있어요!!!
"
노*열","얼른 보게해주세요. 3월 까지 기다리기 너무 힘들어요
"
"
송*현",다시보기 무료로 해주세여
"
이*은",와 끊는 타이밍 갱장해...시즌 3 나올 때까지 어떻게 기다리죠ㅠㅠㅠㅠㅠ 아오 이제야 얘기가 좀 진행되겠구나 싶을 때 끊어버리시네ㅠㅠㅠㅠㅠ 국내방영이 하루 빨리 되었음 좋겠네요ㅠㅠ
"
신*숙",시즌 3 기대하고 있겠습니닷ㅅㅅ
"
백*순","레이디 버그 너무 재밌어요
빨리 시즌 3 나왔으면 좋겠어요.
"
"
윤*온",시즌3는 언제 나와요?
"
천*경","레벅과 블랫은 사랑입니다.♥
레벅과 블랫을 덕질 합시다.♥"
"
퍼*캣","레이디버그와 블랙캣 의 히어로중에 블랙캣 팬 위주로만 가입 가능하는곳 카페를 만들었어요.
[ http://cafe.naver.com/c6u ] 여기에 들어오셔서요 블랙캣 위주로만요 내용을 올리고요 활동 해 
봅시다. 블랙캣만 좋아 하는분들만 들어오셔야됩니다. "
"
퍼*캣",레이디버그와 블랙캣 의 히어로중에 색상 퍼플색상에 히어로 추가했으며는요 정말로 좋겠더라고요..... 그것도 늑대로 ^^ 
"
남*우",레이디버그 쭉 나왔으면 좋겠어요 레이디버그  만힝 볼께요~
"
정*빈",호크코스 정체는 시즌 3에 나왔으면 좋겠어요... 아드리앙 아버지가 좀 수상하기는 하나....
"
운영자",ㄷㄷㄷ
"
최*정",저기요 다시보기 업로드 순서가 엉망이잖아요 ㅋㅋㅋㅋㅋㅋ 몇편인지도 안나와있고 ㅋㅋㅋ 레벅은 정말 좋아하는데 실망이네요 재탕뛰려고 들어왔는데;
"
이*주",으아..........아유ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
"
이*주",흥칫뿡.인터넷이안된다ㅠㅠ아주좋은새집인데ㅠㅠ어쩔수없다ㅠㅠ다음에는꼭이기고말거다
"
이*주",흥칫뿡.인터넷이안된다ㅠㅠ아주좋은새집인데ㅠㅠ어쩔수없다ㅠㅠ다음에는꼭이기고말거다
"
박*언",배*현 // 프랑스에서는 시즌3가 2017년 5월 예정인 걸로 알고 있는데 국내는 정확히 언제일지 모르겠네요.
"
박*언","레이디버그 크리스마스 에피소드 예고편이 공개되었던데 국내에서도 방영 계획이 있나요?
계획이 있다면 날짜와 시간 좀 알려주세요~"
"
장*원",안녕하세요 레이디버그를 좋아하는 팬입니다. 정말로 궁금한 것이 있어서 이렇게 문의 드립니다. 곧 있으면 레이디버그 크리스마스 스페셜 에피소드가 나오는데 EBS에서는 언제 방영하는지 알고 싶습니다 :) 바쁘신 와중에 이런 글을 올려서 죄송합니다 ㅠㅠ 그래도 혹시 답변 해주실 수 있다면 꼭 해주시길 바랍니다.
"
배*현","저 이 만화를 정말 좋아하는데요......
시즌3 언제 나오나요?   빨리 나왔으면 좋겠네요."
"
이*림",결말도 없이 끝나버려서 너무 아쉬워요ㅠㅠ 그리고 시즌3빨리 나와줬으면 좋겠네요TTTT
"
심*진",레이디버그와블랙캣 좋아해요!!
"
이*하",3기 업데이트가 왜이렇게 늦나요..더빙된 버전으로 보고싶어서 이용권도 결제했는데 짜증나요 일좀하세요 
"
이*혜",시즌4 꼭 올려주세요!! 그리고 여러분 유튜브에 레이디버그 시즌3이라고치면 한 플레이리스트가 있을거에요 시즌 3이 다 있어요! 소리는 외국어지만 자막이 있기 때문에 볼 수 있어요! 화질은 좀 나쁘지만요....
"
정*헌",이용권구매는 돈때매못하겠어요ㅠㅠ
"
고*아",이용권구매는 돈때매못하겠어요ㅠㅠ
"
안*빈",한달이용권 끊었는데 왜 레이디버그 계속 안올려주시나요? ㅠㅠ 시즌3 다 끝났는데 26화꺼지 있는걸로 아는데 12화정도밖에 안올라왔고 중간에 애니마에스트로편도 안올라왔오요 ㅠㅠ 제발 올려주세요 너무너무 보고싶어요 ㅠㅠ
"
김*은",이건 다시 봐도 재밌어..
"
김*아",아 진짜 이거 중학생이 봐도 진짜 너무 너무 너무 재밌음 ㅠㅠㅠㅠㅠ 아드리앙 블캣도 사랑해 ㅠㅠㅠㅠ 자그 제발 아드마리 쭉 밀고가요 ㅠㅠ 루카는 좋은데 카가미는 진짜 아닌 것 같아요 ㅠㅠㅠ 이거 어린 애들이 어케 이해를 합니까ㅠㅠㅠ
"
조*우",레벅블캣 사랑해ㅠㅠ시즌3 마지막화 봤는데 왜 둘다 서로를 포기하니ㅠㅠ사귀면 꿀잼인데ㅠㅠ그래도 시즌4에서 러브스퀘어 돌아오길 바라면서 별 5개!
"
이*하",시즌 3아직 안끝났는데 시즌2를 다시 해요?
"
유*미",레이디버그 재밌어요  언제나 본방사수!
"
진*현",왜 시즌 2를 다시 하세요
"
김*진",다 긁어와 버릴거야
"
조*은","왜 아무리 기다려도 않나오는거죠ㅠㅠ
빨리 나오면 좋겠어요ㅠ"
"
이*진",레이디버그 시즌3도 유료로 다시보기에 넣어주셨으면 좋겠어요 ㅠㅠ 최근 영상이니까 돈을 더 받던가해서...ㅠㅠㅠㅠㅠㅠ
"
이*연","레이디버그 너무 재밌는데 맛보기 여서 좀 아쉬워요...
그냥 다 봤으면 좋겠는데.."
"
박*정",저희반 유연* 선생님이 너무 재밌다고 추천하셨어요 ^_____^
"
류*정",혹시 이 프로그램 시즌 몇 까지 하나요?? 시즌 10 까지 한다는 말도 있던데...
"
류*정","요즘 티비에서 하는 게 시즌 3인가요, 시즌 4인가요?"
"
전*영",빨리 레이디버그 뉴 에피소드를  EBS에서 틀어주면 좋겠네요!!!!!!!!!!!
"
오*희","""크리스마스_코딩의밤_모이자~~~~~모임장:유*수"""
"
조*미",너무 재미있어 아이들보다 어른인 내가 더 본방사수합니다 ^^
"
최*아",9화에 큐브 갇히는 씬에서 아드리안이 마리오네뜨가 레이디버그인거 눈치챈거 맞죠? 눈동자가 내려갔다가 다시 올라오네요. ㅋㅋㅋ 또 눈치채신 분 계시려나? 
"
정*라","어린이 상대로 만든건데 왜이리 재밌는지..ㅠㅠ 더 많이 했으면좋겠는데.. 
만화책도 구매할 생각이에요. "
"
이*은",다음주가 마지막화 맞죠..? 벌써 시즌1이 끝났다니 너무 아쉽네요ㅠㅠ 레이디버그 제 삶의 낙인데 좀 더 오래했으면 하는 바램입니다ㅠ
"
정*정","레이디 버그 정말.. 제 스타일 입니다. 
아이들 만화지만 어른도 재미있어요.. 노래도 신나고.. 최고 입니다"
"
김*정","5살 아들과 매주 시청하는 열혈팬이예요. 아들은 레이디버그를 좋아하고 전 블랙캣을 좋아한답니다. 블랙캣 왜이렇게 멋진지..아들과 저녁 먹으며 꼭 보는데 서로 좋아하는 사람 응원한답니다. 내일도 그 시간까지 저녁준비 해서 보려고요..레이디버스, 블랙캣 너무 재밌어요. 화이팅^^ "
"
손*화",블랙캣 너무 귀여워요 (*'-'*)
"
김*애","레이디 버그 넘 잼있어요.. 우리두 남매 아주 퐁당 빠져버렸답니다.. 캐릭터도 귀엽고~ 사랑스러워요!
배경도 너무 이쁘고~~ 최고입니다."
"
문*진","레이디버그 진짜 재밌어요ㅠㅜ 여주, 남주는 말할것도 없고 다른 캐릭터 들도 모두 매력적이예요! 프로그램 오래 갔으면 좋겠네요. 그리고 가격이 올라도 좋으니 다운로드 할 수 있었으면 좋겠어요ㅠㅜ"
"
송*미","안녕하세요? 본방이 1주일에 한 번 밖에 없어서 너무 아쉬워요. 앞으로 본방을 화, 목에 해주시면 좋겠습니다.
꼭 부탁 합니다. 제가 제일 좋아하는 프로그램이예요."
"
김*현","레이디 버그...제가 너무 좋아합니다...ㅠㅠ 
과제에 찌든...노예같은 제 삶의 유일한 활력소...
힘이 다빠지고 기력조차 없는 제 삶을 잡아주는... 한줄기 빛이랄까요....
사랑합니다...*^^* "
"
조*은",꺄아악~!!!넘 재밌어용!!!!!
"
김*정","레이디버그, 우리 주혁이와 주원이가 너무 좋아해요. 장난감이 반다이에서 나올 예정이라니.. 아쉬워요.. 한국토이브랜드에서 나오면 좋을텐데... 가면과 옷 벌써부터 입고싶어하는 우리 주원이 위해 자체 제작할까 하는 생각까지 드네요. ㅎ"
"
한*숙",진짜 너무 꿀잼!! 우리 아이가 레이디 버그 되고 싶다네요^^^ 아동용 코스튬의상이나 실내복제작 부탁드립니다!!!
"
강*환",너무너무 재미있습니다. 노래도 너무좋고. 팬이에용
"
김*아",스트리밍이 1000원인데 다운로드는 이것보다 비싸도 좋으니 다운로드 할 수 있게 해주세요ㅠㅠ
"
김*연","1 , 2 기 부족 해요!!!!!1 10기까지는 나와야죠!?!"
"
이*연",레이디 버그 꿀잼!! 26화까지 말고 100화까지 해주세요!!
"
송*인",아 기숙사사는데 레벅 어떻게보죠 온에어에 안나온다던데....... 그리고 7시라니.. 학교등교해야하는데ㅜㅜ
"
허*회",요즘 아들이너무 재밌게 보고있어요...레이디버그 파이팅
"
김*진",저 광펜!빨리 시즌4나옴 좋겠어요!!
"
최*윤",마리네뜨 너무너무 귀엽구 멋있어요!!♡♡♡
"
이*원",전체보기 원해요!!☆-☆
"
이*원","빨리 시즌4 나와라~
"
"
최*혜",ㅇㄴㅇㄴ 이거 진짜 너무 귀엽네요(?) 근데 타깃이 5세에서 10세라니 ㄴㅇㄱ ㅁㅅㅁ 타깃..층 잘못 설...정 하신것 같아욥ㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㄲ아아 블캣이 너무 매력쩍.
"
김*슬",나머지 시즌3도 올려주세요!!!
"
박*현",이용권?? 이용권~~~??^ 무슨 다 무료보기 한개도 없고 한편보기구매밖에없죠????? 여기 이용권 구매했는데 갑자기 중간에 끊겨서 돈날려먹고누군가는 집에 tv가 없어서 구매를 했더니 약올리세요??? 무슨 올리다 안올리죠??? 하...tv도 막힘없이 나오는데 ㅋ 글구 뭐 목표금액 다 모아서 먹튀하세요?? 아~~ tv없으면 사라는거에요?? 그사람 가정사정을 님들이 알아요??? 제발 올리던거 올리세요 ㅋ 돈 먹지만 말고
"
강*승","시즌 3 왜 중간에 끊기나요,, 나머지는 언제 올리시는건가요?? tv가 없어서 ebs 다시보기 월 이용권 구매해서 보고 있는데,, 끝까지 올려주셔야지요...다른데서 볼 수 있는 방법도 없고..참 난감하네요"
"
박*음",레이디버그 사랑해여!!!!!!!!!!!!!!!!!!!!!
"
안*연",gg
"
송*승",진짜 5화는 또 왜 빠진거야
"
이*은",이거 타겟이 5~10세 라는게 말이 되요...?
"
이*은",캣버그 사랑해 ♥
"
박*혁",이거 볼려고 돈냈는데 왜 나오다 말아요 .. ㅠㅠㅠ 시즌3 더빙보려고 한건데.. 1월에 나오고 왜 더이상 안나와요 ㅜㅜㅜㅜㅜㅜㅜㅜㅜ
"
이*정",나도 레이디버그처럼 되고싶엉
"
박*정",진짜 너무너무 재밌는데 시즌4에서는 이젠 그만 끌고 이여졌으면 좋겠어요
"
120*",월정액 구매 일이 26일까지던데 다시 구매못하나요? 26일까지인지 몰랐어요ㅠㅠ
"
조*정",진짜 재밌는데 학생이라 없는돈 모아서 월정액 구매했더니 5화는 빠지고 1월 중순부터 업뎃은 안되고...
"
조*정",왜 5화 안떠요?  빨리 보고싶네요 월정액 이용권 결제해서 1화부터 보려는데 5화가 없어
"
안*빈","시즌3 5화 애니마에스트로편 보고싶어서 월정액 이용권 결제했는데 아직도 안올라오네요 제발 빨리 좀 올여주세요..,,"
"
오*진",빨리 시즌2가 나왔음 좋겠어요!!!
"
강*름",매일매일 2기를 기다리고 있습니다~~
"
이*원",빨리 레이디버그 2라운드가나왔으면 좋겠어요!
"
이*원",빨리 레이디버그 2라운드가나왔으면 좋겠어요!
"
권*지",저희 집에 막내동생이 어제 이걸보는데 동생이 아닌 제가 빠졌어요ㅋㅋ 이 나이에 이거 보는데 너무 재밌네요ㅋㅋ 3월달에 2기나온다는데 저는 3월달부터 고3인지라..ㅋㅋㅋㅋ 2기는 수능이 끝나고 봐야겠습니다~
"
고*숙",오늘은 왜 재방이 떴죠? 프랑스 국가비상사태라 영향이 있는건가요?우리 딸들 매주 화요일 엄청 기다렸는데
"
서*름",저희 딸들이 너무 아쉬워해요 ㅠ 매일매일 2기를 기다리고 있습니다~~ 수고하셨어요♡
"
강*옥","레이디버그 화요일만 하지말고 월,화  다 함 좋겠네요.너무 재밌어서 화요일이 넘 기다려 지네용~~"
"
강*옥",레이디버그 너무 멋져요. 너무 재밌네요. 저도 레이디버그 한번 되 보고 싶네용~~
"
이*원",재밌게 봤습니다. 시즌 2 어서 보고싶네요. 
"
임*원",사랑합니다♥ I love you ♥ Je t'aime♥ 1기가 무사히 방종된것을 진심으로 축하드리고 제작진분들과 성우님분들도 수고많으셨어요:D벌써부터 내년 봄이 기다려지네요ㅠㅠ그냥 3개월이 스킵되버렸으면 좋겠어오..아ㅏ아니면 이대로 기절해서 3개월 뒤에 깨어나고 싶다 
"
손*화",엑?13화가 마지막?그다음 2기가 3월??3월까지 어떻게 기다리지요...곰으로 태어나고 싶네요 겨울잠자고 일어나면 레이디버그 2기 바로 볼 수 있을테니...아 근데 곰이 되면 사람 말을 못 알아먹넹........망..
"
최*아",여기 감정적인 사람들 많네요. 옮겨 달라느니 갑질녀라느니 대단하다느니 아이들 프로그램 게시판에 어른들이 만화인물 인성 반도 못따라가네요. 어른이라고 어른다운거 아니니까 미라큘러스 레이디버그를 보며 인성을 키웁시다. 한국식 이상한 연애 사극 영화 드라마 보다가 블랙캣 아드리안 보니까 순수하고 솔직하게 사랑하고 배려하고 존중할줄 아는 남자친구가 어떤것인지 어린이들에게 어릴때 부터 교육시킬 수 있어 좋습니다. 이런 애니 많이 나왔으면 좋겠어요. 화이팅! 
"
박*언",김*희 // 본인 자녀 한명 때문에 시청 시간을 옮겨 달라는 게 정상이라고 생각하십니까? 백화점 갑질녀가 생각나네요. 그러고도 남을 사람인 듯 싶네요. 남들이야 어떻든 말든 자신이 가장 중요하다고 생각하는 거죠. 이런 사람들이 사라져야 살기 좋은 세상이 될텐데...
"
김*진",블랙캣.. 너무 좋아ㅠㅠ 수업듣기전 화요일 시작을 매우 즐겁게 해주셔서 감사합니다ㅠㅠㅠ 마지막화가 끝났네요.. 어쩌죠ㅜ 내년 봄 기다릴게요~
"
이*인",아이들 tv 프로그램 선별하는 것도 교육이고 본인 판단하기에 유해하다고 생각하면 안 보여주면 그만인것을 방송국더러 시간 옮기라고 하네 ㄷㄷ 대단
"
조*빈",저 진짜 중3 여학생인데 진짜 세상에서 제일 재밌어여 진짜 하...레이디버그 진짜 조화..
"
김*희","토요일 오전 8시 레이디 버그 방영시간인데요, 보통 아이들은 7시부터 만화를 보기 시작합니다. 주중에 보여주지 않는 가정이 많아서 주말을 기다리곤합니다. 레이디버그는 7세이상 관람가능한 프로그램인데, 모여라딩동댕을 기다리는 유아들은 앞서 보던 뽀잉을 보고 난 후 레이디버그를 시청하게 됩니다. 몸매가 강조된 의상이라든가 캐릭터들의 특성이나 대화가 유아에게는 적합하지 않은 경우가 많아 함께 보면서 마음이 좋지 않습니다. 방송을 보고 주인공의 나쁜 행동을 따라하기도 하더군요. 현실적으로 중간에 티비를 껐다가 다시 켜는 것은 불가능에 가깝죠. 아이친구 엄마들도 대부분 같은 의견이었습니다. 레이디버그 시청시간을 옮겨주시길 요청드립니다. "
"
조*희","딸아이가 너무너무 좋아해요~~ 매일 레이디버그 변신!! 한다고 ㅎㅎ
앞으로도 오래오래 방송해주세요^^"
"
김*영","일요일부터 화요일 아침을 기다리는~ 아이들과 부모. 
레이디 버그 노래소리만 들리면 바로 기상하게 만드는 신비의 프로그램 입니다. 
너~~~~~무 너~~~무 재미있어요~~~"
"
이*혁",노잼
"
이*혁",노잼
"
이*혁",노잼
"
이*혁",노잼
"
이*혁",노잼
"
이*혁",핵노잼
"
이*름",우리 막내가 너무 좋아하는 레이디버그!!!! 화이팅입니다 정말 넘넘 기대되요 다음편이 ㅋ
"
김*경","큰애가 특히 좋아해서 즐겨보여주는 프로그램인데요. 덩달아서 둘째도 좋아하고, 아직 3살인 셋째도 잘 보네요^^"
"
윤*영",애기랑 완전 잘보고있어용>< ㅠㅠㅠ 설레요 레이디랑 블랙캣!!!!!!!!!! ㅋㅋㅋ아들도 ost노래에 신나서 춤추고! 같이 보고~ㅋㅋ잼나게 보고있어영 ㅎㅎ
"
정*은","레이디버그 ~~ 아들과 함께 늘 재밌게 보고 있어요^^
내일하네요~~^^"
"
김*민",아이러브 레이디버그 난레디버그 애독자~~~~
"
강*빈",답답해요 ㅠ.ㅠ
"
강*빈",언제 서로를 알까요?
"
서*인","너무 재미있어요, 다음화가 나올 때까지 기다리기가 힘들어요.. 어서 보고싶어요!"
"
안*숙",정말정말 재밌어요!! 우리딸이랑 같이 봐요.ㅎㅎ
"
오*진","레이디버그, 시즌2 짱! 재밌어요^^
시즌2 마지막에 볼피나 나온다던데 엄청 기대되내용~ㅋ"
"
구*진",중학생인데도 재밌게 보고 있어요ㅎㅎ 내일도 재방송보러..!!
"
김*정",레이디버그 시즌2도 너무 재밌어요. 아이들보다 제가 더 재밌게 보고 있네요. 블랙캣 너무 멋져요^^
"
박*찬","레이디버그짱
짱짱 좋은프로"
"
김*민",레이디버그 은근히 재미있네요~
"
윤*주",아이가 레이디버그 엄청 좋아해요.....
"
김*규","레이디버그 짱이에요!!!!!미칠것같아요!!
제발 빨리 2기 보여주세요!!!!!!!!"
"
장*지","진심 일본이나 미국의 유명 애니와 견주어도 뒤지지 않을 만한 퀄리티와 라인업과 스토리, 캐릭터 구성.... 재미없는 애니메이션은 절대 안 보는 제가 7세 이용가 애니메이션에 빠질줄은.. 빨리 2기 내놔요 미칠거같아요..."
"
김*윤","프랑스꺼 애니메이션도 역시 재밌네요~^^
빨리 2기 보내주시면 넙죽 받겠습니당"
"
김*진",저 현기증 날것같아요 왜 2기 빨리 안 내놔요 내놔요 빨리 지금 저 레디버그 비타민 먹으면서 기다리고있어...........
"
김*리","하... 정말 재밋있어서 아침 6시 50분에 일어났는데 순간 잔 적도 있고 ㅋㅋ 어쨌든 너무 재밌어요!!
"
"
정*연",블랙켓 취향저격^^ 빨리 방영했으면 좋겠네요 공부해야하는데 레이디버그 입덕해서 공부가 손에 안잡힙니다 :)
"
고*원",지금 딸을 위한 팬더타임? 그걸루 끝이 나서 아쉬워요 2기 얼른 나오면 좋겠어요. 글구 블랙켓 존잘~ 성우님 목소리도 대박 좋음!!!
"
박*주","맞아요 돈을 내야하네요ㅠ_ㅠ제발루~~~~~
아님 손*원님! 유튜브같은데 쳐보세요*^^*
"
"
손*원",못본거 다시보고 싶은데 돈내야돼여ㅠㅠ돈 안내게 해주세여 이거 넘 재밌어서 못본거까지 다 보고싶은데ㅠㅠ
"
박*주","2기
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
"
"
박*주","블랙켓 내스타일 하트뿅뿅
"
"
정*늘",진짜 대박이네요 블랙캣 왜 이렇게 잘생겼죠? 성우진도 다 제취향이라서 너무 놀랍네요 진짜 사랑합니다 대ㅡ박
"
조*진",타켓이 5세~10세인뎈ㅋㅋㅋㅋ21살인 제가 빠져버렸어욬ㅋㅋㅋ 맙소샄ㅋㅋㅋㅋㅋ
"
강*옥",넘넘 재밌어서 이시간만 되면 빠져 보고 있어요. 2기 빨리 방영하면 좋겠네영.~~^^ 예전에하던 지파이터스보다 훨씬 재밌어요.^^
"
문*아",너무너무 재밌어요!!! 왜때문에 2기까지만 하는거져 3기 4기 5기 마니마니 방영해주세요~!!!! 정말정말 재밌게 보고있어요
"
김*영",제가 시청후기 쓰려고 회원가입까지 하다니.. 하.. 캐릭터들이 다 매력 터져요!!! 능글능글한 블랙캣과 어리바리허당(너무 심하지만 것도 매력터짐) 마리네트는 사랑입니다 사랑이예요 진짜 내년까지 어떻게 기다릴까 싶네요 아!! 레이디버그 100화까지 하는거 찬성입니다!! 아니 꼭 해주세요
"
유*자",아이들이 좋아하는 프로그램..가끔 나쁜말이 나와서 인상찌푸리게 하지만....
"
gre*****","진짜 재미있어요굿굿!!!!!!!!!!!!!
"
"
손*지",진짜 만들어주셔서 감사합니다 이거 본 뒤로 매일마다 돌려보고 있어요 내년 3월까지 언제기다려요 ㅠㅠㅠㅠㅠㅠ 진짜 사랑합니다 블랙캣이랑 레이디버그 흥해라
"
강*진",정말 재밌어요~ 레이디버그 최고!!
"
유*진",재밌네요 하핫*^^*
"
이*윤",동생은 레이디버그가  재미있대요.
"
이*윤","동생이 좋아해요.
"
"
박*주","넹에에에에
"
"
김*희",6살4살 두딸이 아침7시 저녁7시 방송 두번씩 꼭꼭 챙겨봐요~~
"
이*완",레이디버그 최고
"
강*희",레이디버그 어른인 제가 봐도 넘넘 재밌어요 ㅎㅎ; 7살 딸과 항상 같이 보내요 ㅋㅋㅋ 
"
구*연","cmb 이거ebs1없는것같아항상유트브로보내요ㅠㅠ아는분몇번인지알려주세요
어쩻든래이디버그힘네라!"
"
이*원",레이디버그 파이팅!!^*^
"
윤*영",블랙캣 ! ㅋㅋ 잘생김
"
윤*영",기대대요~ ㅋㅋ 완전 세련되게 잘만든거같아요 캐릭터가!! ㅋㅋ
"
윤*영",둘의 사랑을 이뤄지기르 ㅋㅋㅋ ㅋㅋ 로맨틱 굿굿 
"
윤*영",레이디버그와 블랙캣 둘이 사랑스럽네용 완전 재밌어요 ㅋㅋ
"
강*빈",빨리 서로를 알길....
"
김*영",아싸 시즌2~~~^^ 완전 기대되고 아이들이 더 좋아해요~~ 시즌2 드디어 나왔다고요~
"
윤*욱",100000000000000000000000000000000000000000000000000000000000000000000000000000x1000!!! 넘 재미있써요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
"
김*오",진짜짱이예요!!!!로맨틱넘나좋은것
"
이*진",좋아요
"
이*향",love뿅
