observation_location,time,pm2_5,pm10,ozone
"[37.44, 126.766]",2020-11-25 10:00:00,83.78,98.19,5.99
"[37.44, 126.766]",2020-11-25 11:00:00,80.2,94.26,9.21
"[37.44, 126.766]",2020-11-25 12:00:00,74.69,87.94,12.16
"[37.44, 126.766]",2020-11-25 13:00:00,42.88,50.19,25.03
"[37.44, 126.766]",2020-11-25 14:00:00,37.67,44.89,30.04
"[37.44, 126.766]",2020-11-25 15:00:00,36.03,43.91,31.83
"[37.44, 126.766]",2020-11-25 16:00:00,40.52,48.61,11.27
"[37.44, 126.766]",2020-11-25 17:00:00,43.34,51.34,1.11
"[37.44, 126.766]",2020-11-25 18:00:00,46.45,54.69,0.0
"[37.44, 126.766]",2020-11-25 19:00:00,57.25,67.53,0.0
"[37.44, 126.766]",2020-11-25 20:00:00,74.31,87.35,0.0
"[37.44, 126.766]",2020-11-25 21:00:00,95.68,110.69,0.0
"[37.44, 126.766]",2020-11-25 22:00:00,112.75,128.49,0.0
"[37.44, 126.766]",2020-11-25 23:00:00,123.23,140.26,0.0
"[37.44, 126.766]",2020-11-26 00:00:00,120.07,137.75,0.0
"[37.44, 126.766]",2020-11-26 01:00:00,99.64,116.88,0.0
"[37.44, 126.766]",2020-11-26 02:00:00,78.81,94.74,0.0
"[37.44, 126.766]",2020-11-26 03:00:00,69.25,83.37,0.0
"[37.44, 126.766]",2020-11-26 04:00:00,69.81,82.65,0.0
"[37.44, 126.766]",2020-11-26 05:00:00,75.92,88.37,0.0
"[37.44, 126.766]",2020-11-26 06:00:00,82.98,95.52,0.0
"[37.44, 126.766]",2020-11-26 07:00:00,91.3,104.97,0.0
"[37.44, 126.766]",2020-11-26 08:00:00,100.73,115.66,0.02
"[37.44, 126.766]",2020-11-26 09:00:00,108.96,125.04,1.27
"[37.44, 126.766]",2020-11-26 10:00:00,108.12,124.65,4.25
"[37.44, 126.766]",2020-11-26 11:00:00,110.58,127.8,6.88
"[37.44, 126.766]",2020-11-26 12:00:00,111.72,129.16,9.3
"[37.44, 126.766]",2020-11-26 13:00:00,57.19,65.92,25.39
"[37.44, 126.766]",2020-11-26 14:00:00,43.18,49.8,33.26
"[37.44, 126.766]",2020-11-26 15:00:00,41.89,48.61,30.4
"[37.44, 126.766]",2020-11-26 16:00:00,45.78,53.31,14.31
"[37.44, 126.766]",2020-11-26 17:00:00,50.46,58.97,1.63
"[37.44, 126.766]",2020-11-26 18:00:00,54.68,63.66,0.01
"[37.44, 126.766]",2020-11-26 19:00:00,62.1,71.89,0.0
"[37.44, 126.766]",2020-11-26 20:00:00,72.25,83.9,0.0
"[37.44, 126.766]",2020-11-26 21:00:00,81.16,94.79,0.0
"[37.44, 126.766]",2020-11-26 22:00:00,90.43,106.15,0.0
"[37.44, 126.766]",2020-11-26 23:00:00,95.21,112.1,0.0
"[37.44, 126.766]",2020-11-27 00:00:00,92.3,109.19,0.0
"[37.44, 126.766]",2020-11-27 01:00:00,85.5,102.15,0.0
"[37.44, 126.766]",2020-11-27 02:00:00,81.68,98.32,0.0
"[37.44, 126.766]",2020-11-27 03:00:00,82.47,99.1,0.0
"[37.44, 126.766]",2020-11-27 04:00:00,84.31,100.22,0.0
"[37.44, 126.766]",2020-11-27 05:00:00,83.98,99.18,0.0
"[37.44, 126.766]",2020-11-27 06:00:00,78.44,92.7,0.0
"[37.44, 126.766]",2020-11-27 07:00:00,72.96,86.4,0.0
"[37.44, 126.766]",2020-11-27 08:00:00,64.24,76.38,0.01
"[37.44, 126.766]",2020-11-27 09:00:00,48.64,58.44,1.14
"[37.44, 126.766]",2020-11-27 10:00:00,24.05,29.6,13.59
"[37.44, 126.766]",2020-11-27 11:00:00,16.14,20.48,26.46
"[37.44, 126.766]",2020-11-27 12:00:00,13.67,17.58,35.41
"[37.44, 126.766]",2020-11-27 13:00:00,11.2,14.16,52.93
"[37.44, 126.766]",2020-11-27 14:00:00,9.11,11.49,60.08
"[37.44, 126.766]",2020-11-27 15:00:00,7.75,9.84,62.23
"[37.44, 126.766]",2020-11-27 16:00:00,7.05,9.01,58.65
"[37.44, 126.766]",2020-11-27 17:00:00,7.0,9.1,49.35
"[37.44, 126.766]",2020-11-27 18:00:00,7.27,9.55,41.13
"[37.44, 126.766]",2020-11-27 19:00:00,7.55,10.07,38.62
"[37.44, 126.766]",2020-11-27 20:00:00,7.76,10.51,39.34
"[37.44, 126.766]",2020-11-27 21:00:00,8.02,11.0,40.41
"[37.44, 126.766]",2020-11-27 22:00:00,8.59,11.76,39.34
"[37.44, 126.766]",2020-11-27 23:00:00,9.04,12.42,38.27
"[37.44, 126.766]",2020-11-28 00:00:00,9.19,12.62,40.05
"[37.44, 126.766]",2020-11-28 01:00:00,9.06,12.38,43.99
"[37.44, 126.766]",2020-11-28 02:00:00,8.74,11.97,45.78
"[37.44, 126.766]",2020-11-28 03:00:00,8.17,11.28,47.21
"[37.44, 126.766]",2020-11-28 04:00:00,7.64,10.55,48.64
"[37.44, 126.766]",2020-11-28 05:00:00,7.54,10.31,47.92
"[37.44, 126.766]",2020-11-28 06:00:00,8.02,10.82,43.63
"[37.44, 126.766]",2020-11-28 07:00:00,8.9,11.87,31.83
"[37.44, 126.766]",2020-11-28 08:00:00,8.8,11.71,23.6
"[37.44, 126.766]",2020-11-28 09:00:00,7.1,9.58,34.69
"[37.44, 126.766]",2020-11-28 10:00:00,4.94,6.81,53.64
"[37.44, 126.766]",2020-11-28 11:00:00,4.02,5.71,62.23
"[37.44, 126.766]",2020-11-28 12:00:00,3.71,5.31,65.8
"[37.44, 126.766]",2020-11-28 13:00:00,3.42,4.83,67.95
"[37.44, 126.766]",2020-11-28 14:00:00,3.29,4.58,69.38
"[37.44, 126.766]",2020-11-28 15:00:00,3.59,4.92,69.38
"[37.44, 126.766]",2020-11-28 16:00:00,4.34,5.96,60.08
"[37.44, 126.766]",2020-11-28 17:00:00,5.19,7.14,40.41
"[37.44, 126.766]",2020-11-28 18:00:00,6.02,8.24,23.96
"[37.44, 126.766]",2020-11-28 19:00:00,7.08,9.71,16.45
"[37.44, 126.766]",2020-11-28 20:00:00,7.91,10.97,18.6
"[37.44, 126.766]",2020-11-28 21:00:00,8.62,12.03,24.32
"[37.44, 126.766]",2020-11-28 22:00:00,9.93,13.72,19.13
"[37.44, 126.766]",2020-11-28 23:00:00,11.49,15.69,7.78
"[37.44, 126.766]",2020-11-29 00:00:00,11.91,16.28,5.32
"[37.44, 126.766]",2020-11-29 01:00:00,11.87,16.24,8.14
"[37.44, 126.766]",2020-11-29 02:00:00,12.15,16.58,12.16
"[37.44, 126.766]",2020-11-29 03:00:00,12.85,17.4,14.31
"[37.44, 126.766]",2020-11-29 04:00:00,13.73,18.45,14.84
"[37.44, 126.766]",2020-11-29 05:00:00,15.0,20.07,10.55
"[37.44, 126.766]",2020-11-29 06:00:00,17.31,23.08,2.03
"[37.44, 126.766]",2020-11-29 07:00:00,22.79,29.84,0.01
"[37.44, 126.766]",2020-11-29 08:00:00,28.47,36.63,0.0
"[37.44, 126.766]",2020-11-29 09:00:00,27.82,35.98,0.43
"[37.44, 126.766]",2020-11-29 10:00:00,21.01,28.08,6.62
"[37.44, 126.766]",2020-11-29 11:00:00,20.09,26.99,14.13
"[37.44, 126.766]",2020-11-29 12:00:00,18.87,25.49,19.67
"[37.44, 126.766]",2020-11-29 13:00:00,16.08,21.97,26.11
"[37.44, 126.766]",2020-11-29 14:00:00,12.51,17.5,33.98
"[37.44, 126.766]",2020-11-29 15:00:00,9.08,13.16,42.2
"[37.44, 126.766]",2020-11-29 16:00:00,6.45,9.79,49.35
"[37.44, 126.766]",2020-11-29 17:00:00,4.82,7.63,47.92
"[37.44, 126.766]",2020-11-29 18:00:00,4.22,6.71,44.7
"[37.44, 126.766]",2020-11-29 19:00:00,5.52,8.24,21.82
"[37.44, 126.766]",2020-11-29 20:00:00,8.42,11.79,1.97
"[37.44, 126.766]",2020-11-29 21:00:00,10.88,14.94,0.2
"[37.44, 126.766]",2020-11-29 22:00:00,13.41,18.12,0.03
"[37.44, 126.766]",2020-11-29 23:00:00,15.21,20.43,0.0
"[37.44, 126.766]",2020-11-30 00:00:00,14.93,20.2,0.01
"[37.44, 126.766]",2020-11-30 01:00:00,14.48,19.86,0.02
"[37.44, 126.766]",2020-11-30 02:00:00,15.45,21.29,0.01
"[37.44, 126.766]",2020-11-30 03:00:00,16.84,23.14,0.01
"[37.44, 126.766]",2020-11-30 04:00:00,18.39,25.21,0.01
"[37.44, 126.766]",2020-11-30 05:00:00,19.95,27.29,0.01
"[37.44, 126.766]",2020-11-30 06:00:00,22.46,30.5,0.0
"[37.44, 126.766]",2020-11-30 07:00:00,29.96,39.39,0.0
"[37.44, 126.766]",2020-11-30 08:00:00,38.87,49.81,0.01
"[37.44, 126.766]",2020-11-30 09:00:00,39.45,51.09,1.95
"[37.44, 126.766]",2020-11-30 10:00:00,28.01,38.02,16.45
"[37.44, 126.766]",2020-11-30 11:00:00,22.68,30.73,32.19
"[37.44, 126.766]",2020-11-30 12:00:00,18.3,24.42,45.42
"[37.44, 126.766]",2020-11-30 13:00:00,12.47,16.39,60.8
"[37.44, 126.766]",2020-11-30 14:00:00,9.52,12.41,67.23
"[37.44, 126.766]",2020-11-30 15:00:00,8.66,11.3,67.95
"[37.44, 126.766]",2020-11-30 16:00:00,9.71,12.69,48.64
"[37.44, 126.766]",2020-11-30 17:00:00,11.38,14.92,13.59
"[37.44, 126.766]",2020-11-30 18:00:00,12.47,16.38,0.16
"[37.44, 126.766]",2020-11-30 19:00:00,13.7,18.14,0.01
"[37.44, 126.766]",2020-11-30 20:00:00,13.48,18.26,0.09
"[37.44, 126.766]",2020-11-30 21:00:00,12.0,16.78,1.9
"[37.44, 126.766]",2020-11-30 22:00:00,12.34,17.47,2.91
"[37.44, 126.766]",2020-11-30 23:00:00,14.44,20.16,0.44
"[37.44, 126.766]",2020-12-01 00:00:00,15.42,21.54,0.24
"[37.44, 126.766]",2020-12-01 01:00:00,15.4,21.64,1.45
"[37.44, 126.766]",2020-12-01 02:00:00,15.81,22.1,7.33
"[37.44, 126.766]",2020-12-01 03:00:00,16.99,23.51,14.84
"[37.44, 126.766]",2020-12-01 04:00:00,18.53,25.28,17.17
"[37.44, 126.766]",2020-12-01 05:00:00,20.65,27.87,11.8
"[37.44, 126.766]",2020-12-01 06:00:00,23.69,31.73,2.46
"[37.44, 126.766]",2020-12-01 07:00:00,30.27,39.7,0.01
"[37.44, 126.766]",2020-12-01 08:00:00,37.17,48.23,0.02
"[37.44, 126.766]",2020-12-01 09:00:00,37.92,49.68,2.55
"[37.44, 126.766]",2020-12-01 10:00:00,31.88,42.94,9.92
"[37.44, 126.766]",2020-12-01 11:00:00,29.81,40.63,15.74
"[37.44, 126.766]",2020-12-01 12:00:00,27.29,37.3,21.28
"[37.44, 126.766]",2020-12-01 13:00:00,17.18,23.71,35.76
"[37.44, 126.766]",2020-12-01 14:00:00,12.35,17.48,43.63
"[37.44, 126.766]",2020-12-01 15:00:00,9.64,14.08,45.78
"[37.44, 126.766]",2020-12-01 16:00:00,10.66,15.21,22.35
"[37.44, 126.766]",2020-12-01 17:00:00,14.29,19.54,1.63
"[37.44, 126.766]",2020-12-01 18:00:00,17.45,23.46,0.01
"[37.44, 126.766]",2020-12-01 19:00:00,21.25,28.36,0.0
"[37.44, 126.766]",2020-12-01 20:00:00,22.94,30.98,0.0
"[37.44, 126.766]",2020-12-01 21:00:00,22.85,31.25,0.0
"[37.44, 126.766]",2020-12-01 22:00:00,25.02,34.22,0.0
"[37.44, 126.766]",2020-12-01 23:00:00,29.0,39.25,0.0
"[37.44, 126.766]",2020-12-02 00:00:00,30.15,40.98,0.0
"[37.44, 126.766]",2020-12-02 01:00:00,29.41,40.24,0.01
"[37.44, 126.766]",2020-12-02 02:00:00,28.51,38.99,0.05
"[37.44, 126.766]",2020-12-02 03:00:00,27.96,37.97,0.2
"[37.44, 126.766]",2020-12-02 04:00:00,26.24,35.32,1.3
"[37.44, 126.766]",2020-12-02 05:00:00,24.86,33.14,2.19
"[37.44, 126.766]",2020-12-02 06:00:00,25.12,33.16,1.05
"[37.44, 126.766]",2020-12-02 07:00:00,28.35,36.97,0.03
"[37.44, 126.766]",2020-12-02 08:00:00,32.48,41.92,0.01
"[37.44, 126.766]",2020-12-02 09:00:00,33.43,43.22,0.53
"[37.44, 126.766]",2020-12-02 10:00:00,30.88,40.44,4.11
"[37.44, 126.766]",2020-12-02 11:00:00,28.81,38.24,11.27
"[37.44, 126.766]",2020-12-02 12:00:00,27.54,36.98,18.95
"[37.44, 126.766]",2020-12-02 13:00:00,18.11,24.14,44.35
"[37.44, 126.766]",2020-12-02 14:00:00,14.7,19.45,56.51
"[37.44, 126.766]",2020-12-02 15:00:00,14.09,18.72,56.51
"[37.44, 126.766]",2020-12-02 16:00:00,15.14,20.11,36.84
"[37.44, 126.766]",2020-12-02 17:00:00,17.23,22.96,7.87
"[37.44, 126.766]",2020-12-02 18:00:00,18.41,24.54,0.03
"[37.44, 126.766]",2020-12-02 19:00:00,21.54,28.54,0.0
"[37.44, 126.766]",2020-12-02 20:00:00,25.24,33.41,0.0
"[37.44, 126.766]",2020-12-02 21:00:00,26.27,35.02,0.01
"[37.44, 126.766]",2020-12-02 22:00:00,25.85,34.49,0.02
"[37.44, 126.766]",2020-12-02 23:00:00,25.34,33.86,0.04
"[37.44, 126.766]",2020-12-03 00:00:00,24.21,32.38,0.24
"[37.44, 126.766]",2020-12-03 01:00:00,22.7,30.29,3.35
"[37.44, 126.766]",2020-12-03 02:00:00,21.92,29.04,15.2
"[37.44, 126.766]",2020-12-03 03:00:00,21.18,27.95,27.18
"[37.44, 126.766]",2020-12-03 04:00:00,19.57,25.99,35.05
"[37.44, 126.766]",2020-12-03 05:00:00,18.74,25.05,33.62
"[37.44, 126.766]",2020-12-03 06:00:00,19.48,25.98,23.96
"[37.44, 126.766]",2020-12-03 07:00:00,23.71,31.09,2.73
"[37.44, 126.766]",2020-12-03 08:00:00,30.13,39.27,0.03
"[37.44, 126.766]",2020-12-03 09:00:00,31.76,42.17,5.32
"[37.44, 126.766]",2020-12-03 10:00:00,24.28,32.92,26.46
"[37.44, 126.766]",2020-12-03 11:00:00,19.4,26.69,43.27
"[37.44, 126.766]",2020-12-03 12:00:00,16.88,23.41,55.08
"[37.44, 126.766]",2020-12-03 13:00:00,11.29,15.72,72.96
"[37.44, 126.766]",2020-12-03 14:00:00,9.12,12.56,78.68
"[37.44, 126.766]",2020-12-03 15:00:00,8.86,12.02,78.68
"[37.44, 126.766]",2020-12-03 16:00:00,8.68,11.7,64.37
"[37.44, 126.766]",2020-12-03 17:00:00,8.62,11.74,36.12
"[37.44, 126.766]",2020-12-03 18:00:00,8.67,11.82,12.88
"[37.44, 126.766]",2020-12-03 19:00:00,9.62,13.2,5.59
"[37.44, 126.766]",2020-12-03 20:00:00,10.36,14.45,9.84
"[37.44, 126.766]",2020-12-03 21:00:00,10.66,15.16,23.6
"[37.44, 126.766]",2020-12-03 22:00:00,12.06,17.02,27.18
"[37.44, 126.766]",2020-12-03 23:00:00,14.29,19.95,16.63
"[37.44, 126.766]",2020-12-04 00:00:00,15.46,21.58,14.84
"[37.44, 126.766]",2020-12-04 01:00:00,16.77,23.24,10.91
"[37.44, 126.766]",2020-12-04 02:00:00,18.64,25.52,5.59
"[37.44, 126.766]",2020-12-04 03:00:00,20.18,27.52,3.31
"[37.44, 126.766]",2020-12-04 04:00:00,20.69,28.27,3.04
"[37.44, 126.766]",2020-12-04 05:00:00,20.26,27.61,4.25
"[37.44, 126.766]",2020-12-04 06:00:00,20.33,27.51,2.84
"[37.44, 126.766]",2020-12-04 07:00:00,24.74,32.68,0.07
"[37.44, 126.766]",2020-12-04 08:00:00,29.64,38.51,0.01
"[37.44, 126.766]",2020-12-04 09:00:00,28.13,36.88,2.66
"[37.44, 126.766]",2020-12-04 10:00:00,19.5,26.35,22.89
"[37.44, 126.766]",2020-12-04 11:00:00,17.08,23.24,36.12
"[37.44, 126.766]",2020-12-04 12:00:00,15.26,20.85,44.35
"[37.44, 126.766]",2020-12-04 13:00:00,11.46,15.85,55.08
"[37.44, 126.766]",2020-12-04 14:00:00,9.48,13.29,59.37
"[37.44, 126.766]",2020-12-04 15:00:00,9.62,13.34,58.65
"[37.44, 126.766]",2020-12-04 16:00:00,14.55,19.43,22.71
"[37.44, 126.766]",2020-12-04 17:00:00,22.83,29.74,2.12
"[37.44, 126.766]",2020-12-04 18:00:00,29.48,38.18,0.0
"[37.44, 126.766]",2020-12-04 19:00:00,38.04,48.72,0.0
"[37.44, 126.766]",2020-12-04 20:00:00,50.65,63.88,0.0
"[37.44, 126.766]",2020-12-04 21:00:00,62.8,78.02,0.0
"[37.44, 126.766]",2020-12-04 22:00:00,72.47,88.85,0.0
"[37.44, 126.766]",2020-12-04 23:00:00,77.69,94.31,0.0
"[37.44, 126.766]",2020-12-05 00:00:00,80.54,96.46,0.0
"[37.44, 126.766]",2020-12-05 01:00:00,82.82,98.28,0.0
"[37.44, 126.766]",2020-12-05 02:00:00,84.16,99.04,0.0
"[37.44, 126.766]",2020-12-05 03:00:00,81.23,95.18,0.0
"[37.44, 126.766]",2020-12-05 04:00:00,74.33,87.23,0.0
"[37.44, 126.766]",2020-12-05 05:00:00,66.41,78.62,0.0
"[37.44, 126.766]",2020-12-05 06:00:00,60.5,72.48,0.0
"[37.44, 126.766]",2020-12-05 07:00:00,58.21,70.53,0.0
"[37.44, 126.766]",2020-12-05 08:00:00,59.31,71.98,0.01
"[37.44, 126.766]",2020-12-05 09:00:00,60.41,73.07,1.17
"[37.44, 126.766]",2020-12-05 10:00:00,41.67,51.81,6.44
"[37.44, 126.766]",2020-12-05 11:00:00,34.95,44.45,11.09
"[37.44, 126.766]",2020-12-05 12:00:00,28.51,36.64,14.66
"[37.44, 126.766]",2020-12-05 13:00:00,18.82,24.03,28.97
"[37.44, 126.766]",2020-12-05 14:00:00,15.59,19.86,34.69
"[37.44, 126.766]",2020-12-05 15:00:00,14.32,18.4,34.69
"[37.44, 126.766]",2020-12-05 16:00:00,17.2,22.3,9.92
"[37.44, 126.766]",2020-12-05 17:00:00,21.82,28.23,0.3
"[37.44, 126.766]",2020-12-05 18:00:00,23.42,30.23,0.0
"[37.44, 126.766]",2020-12-05 19:00:00,24.94,32.0,0.0
"[37.44, 126.766]",2020-12-05 20:00:00,26.88,34.02,0.0
"[37.44, 126.766]",2020-12-05 21:00:00,26.9,33.97,0.0
"[37.44, 126.766]",2020-12-05 22:00:00,28.94,36.68,0.0
"[37.44, 126.766]",2020-12-05 23:00:00,37.07,46.51,0.0
"[37.44, 126.766]",2020-12-06 00:00:00,46.98,57.57,0.0
"[37.44, 126.766]",2020-12-06 01:00:00,55.91,67.23,0.0
"[37.44, 126.766]",2020-12-06 02:00:00,60.39,71.85,0.0
"[37.44, 126.766]",2020-12-06 03:00:00,59.47,70.48,0.0
"[37.44, 126.766]",2020-12-06 04:00:00,54.2,64.55,0.0
"[37.44, 126.766]",2020-12-06 05:00:00,48.95,59.17,0.0
"[37.44, 126.766]",2020-12-06 06:00:00,46.08,56.48,0.0
"[37.44, 126.766]",2020-12-06 07:00:00,48.19,59.52,0.0
"[37.44, 126.766]",2020-12-06 08:00:00,52.5,64.77,0.0
"[37.44, 126.766]",2020-12-06 09:00:00,53.32,65.86,0.44
"[37.44, 126.766]",2020-12-06 10:00:00,47.88,59.65,3.31
"[37.44, 126.766]",2020-12-06 11:00:00,45.11,56.71,8.23
"[37.44, 126.766]",2020-12-06 12:00:00,40.79,51.85,16.27
"[37.44, 126.766]",2020-12-06 13:00:00,26.4,33.85,45.78
"[37.44, 126.766]",2020-12-06 14:00:00,23.38,29.45,53.64
"[37.44, 126.766]",2020-12-06 15:00:00,23.22,28.26,57.22
"[37.44, 126.766]",2020-12-06 16:00:00,32.98,38.55,28.97
"[37.44, 126.766]",2020-12-06 17:00:00,42.9,49.51,2.84
"[37.44, 126.766]",2020-12-06 18:00:00,48.18,55.32,0.01
"[37.44, 126.766]",2020-12-06 19:00:00,50.33,57.89,0.0
"[37.44, 126.766]",2020-12-06 20:00:00,49.47,56.93,0.0
"[37.44, 126.766]",2020-12-06 21:00:00,47.99,55.17,0.1
"[37.44, 126.766]",2020-12-06 22:00:00,49.12,56.34,0.75
"[37.44, 126.766]",2020-12-06 23:00:00,45.21,51.82,5.72
"[37.44, 126.766]",2020-12-07 00:00:00,33.96,38.99,36.48
"[37.44, 126.766]",2020-12-07 01:00:00,28.25,32.66,54.36
"[37.44, 126.766]",2020-12-07 02:00:00,33.47,38.78,40.77
"[37.44, 126.766]",2020-12-07 03:00:00,42.4,49.23,17.7
"[37.44, 126.766]",2020-12-07 04:00:00,52.53,61.04,1.24
"[37.44, 126.766]",2020-12-07 05:00:00,62.97,72.63,0.05
"[37.44, 126.766]",2020-12-07 06:00:00,74.87,85.03,0.0
"[37.44, 126.766]",2020-12-07 07:00:00,91.99,103.13,0.0
"[37.44, 126.766]",2020-12-07 08:00:00,110.46,121.9,0.0
"[37.44, 126.766]",2020-12-07 09:00:00,112.36,122.2,0.09
"[37.44, 126.766]",2020-12-07 10:00:00,91.38,99.23,1.27
"[37.44, 126.766]",2020-12-07 11:00:00,76.99,84.71,4.83
"[37.44, 126.766]",2020-12-07 12:00:00,61.05,68.95,12.52
"[37.44, 126.766]",2020-12-07 13:00:00,31.09,36.59,50.07
"[37.44, 126.766]",2020-12-07 14:00:00,19.51,23.71,67.23
"[37.44, 126.766]",2020-12-07 15:00:00,14.42,18.11,73.67
"[37.44, 126.766]",2020-12-07 16:00:00,11.65,14.96,72.24
"[37.44, 126.766]",2020-12-07 17:00:00,10.76,13.93,61.51
"[37.44, 126.766]",2020-12-07 18:00:00,9.47,12.3,56.51
"[37.44, 126.766]",2020-12-07 19:00:00,8.06,10.72,57.22
"[37.44, 126.766]",2020-12-07 20:00:00,7.28,10.16,60.08
"[37.44, 126.766]",2020-12-07 21:00:00,6.99,10.2,63.66
"[37.44, 126.766]",2020-12-07 22:00:00,7.6,11.28,58.65
"[37.44, 126.766]",2020-12-07 23:00:00,8.45,12.68,50.07
"[37.44, 126.766]",2020-12-08 00:00:00,8.54,13.08,50.78
"[37.44, 126.766]",2020-12-08 01:00:00,9.08,14.18,53.64
"[37.44, 126.766]",2020-12-08 02:00:00,10.69,16.54,52.21
"[37.44, 126.766]",2020-12-08 03:00:00,12.95,19.6,48.64
"[37.44, 126.766]",2020-12-08 04:00:00,15.55,22.89,43.99
"[37.44, 126.766]",2020-12-08 05:00:00,17.79,25.48,40.05
"[37.44, 126.766]",2020-12-08 06:00:00,19.56,27.13,33.26
"[37.44, 126.766]",2020-12-08 07:00:00,22.42,30.1,11.0
"[37.44, 126.766]",2020-12-08 08:00:00,24.87,32.91,0.49
"[37.44, 126.766]",2020-12-08 09:00:00,25.07,33.34,6.08
"[37.44, 126.766]",2020-12-08 10:00:00,21.81,29.38,21.46
"[37.44, 126.766]",2020-12-08 11:00:00,18.66,25.48,31.83
"[37.44, 126.766]",2020-12-08 12:00:00,16.39,22.62,38.98
"[37.44, 126.766]",2020-12-08 13:00:00,12.28,17.17,50.78
"[37.44, 126.766]",2020-12-08 14:00:00,10.21,14.35,55.08
"[37.44, 126.766]",2020-12-08 15:00:00,9.97,13.93,53.64
"[37.44, 126.766]",2020-12-08 16:00:00,13.34,18.0,23.6
"[37.44, 126.766]",2020-12-08 17:00:00,18.62,24.38,2.66
"[37.44, 126.766]",2020-12-08 18:00:00,22.17,28.69,0.01
"[37.44, 126.766]",2020-12-08 19:00:00,27.23,35.03,0.0
"[37.44, 126.766]",2020-12-08 20:00:00,31.35,40.43,0.0
"[37.44, 126.766]",2020-12-08 21:00:00,31.32,40.98,0.0
"[37.44, 126.766]",2020-12-08 22:00:00,30.21,40.1,0.0
"[37.44, 126.766]",2020-12-08 23:00:00,30.72,40.85,0.0
"[37.44, 126.766]",2020-12-09 00:00:00,29.31,39.2,0.0
"[37.44, 126.766]",2020-12-09 01:00:00,28.26,37.92,0.0
"[37.44, 126.766]",2020-12-09 02:00:00,29.73,39.74,0.0
"[37.44, 126.766]",2020-12-09 03:00:00,31.79,42.26,0.0
"[37.44, 126.766]",2020-12-09 04:00:00,33.54,44.37,0.0
"[37.44, 126.766]",2020-12-09 05:00:00,35.71,46.88,0.0
"[37.44, 126.766]",2020-12-09 06:00:00,40.01,51.54,0.0
"[37.44, 126.766]",2020-12-09 07:00:00,48.79,61.24,0.0
"[37.44, 126.766]",2020-12-09 08:00:00,57.4,70.56,0.0
"[37.44, 126.766]",2020-12-09 09:00:00,60.36,73.52,0.85
"[37.44, 126.766]",2020-12-09 10:00:00,35.29,45.19,5.81
"[37.44, 126.766]",2020-12-09 11:00:00,31.22,41.12,9.74
"[37.44, 126.766]",2020-12-09 12:00:00,31.41,41.43,10.91
"[37.44, 126.766]",2020-12-09 13:00:00,16.32,21.28,25.75
"[37.44, 126.766]",2020-12-09 14:00:00,14.89,19.35,22.17
"[37.44, 126.766]",2020-12-09 15:00:00,15.0,19.67,10.82
"[37.44, 126.766]",2020-12-09 16:00:00,19.31,25.21,1.54
"[37.44, 126.766]",2020-12-09 17:00:00,26.91,34.85,0.15
"[37.44, 126.766]",2020-12-09 18:00:00,33.71,43.62,0.0
"[37.44, 126.766]",2020-12-09 19:00:00,41.73,53.87,0.0
"[37.44, 126.766]",2020-12-09 20:00:00,48.5,62.27,0.0
"[37.44, 126.766]",2020-12-09 21:00:00,49.65,64.35,0.0
"[37.44, 126.766]",2020-12-09 22:00:00,46.13,61.18,0.0
"[37.44, 126.766]",2020-12-09 23:00:00,42.08,56.89,0.0
"[37.44, 126.766]",2020-12-10 00:00:00,36.37,49.78,0.0
"[37.44, 126.766]",2020-12-10 01:00:00,30.89,42.55,0.0
"[37.44, 126.766]",2020-12-10 02:00:00,28.32,38.7,0.0
"[37.44, 126.766]",2020-12-10 03:00:00,27.64,37.08,0.0
"[37.44, 126.766]",2020-12-10 04:00:00,27.63,36.38,0.0
"[37.44, 126.766]",2020-12-10 05:00:00,28.14,36.42,0.0
"[37.44, 126.766]",2020-12-10 06:00:00,28.27,36.08,0.0
"[37.44, 126.766]",2020-12-10 07:00:00,29.51,37.21,0.0
"[37.44, 126.766]",2020-12-10 08:00:00,31.39,39.45,0.0
"[37.44, 126.766]",2020-12-10 09:00:00,31.85,40.4,0.52
"[37.44, 126.766]",2020-12-10 10:00:00,31.68,40.49,3.62
"[37.44, 126.766]",2020-12-10 11:00:00,31.33,40.08,8.67
"[37.44, 126.766]",2020-12-10 12:00:00,31.29,39.4,16.63
"[37.44, 126.766]",2020-12-10 13:00:00,30.14,36.32,41.49
"[37.44, 126.766]",2020-12-10 14:00:00,29.53,34.8,51.5
"[37.44, 126.766]",2020-12-10 15:00:00,27.64,31.88,57.22
"[37.44, 126.766]",2020-12-10 16:00:00,33.73,37.83,22.17
"[37.44, 126.766]",2020-12-10 17:00:00,43.79,47.93,1.24
"[37.44, 126.766]",2020-12-10 18:00:00,53.29,57.71,0.0
"[37.44, 126.766]",2020-12-10 19:00:00,63.34,68.94,0.0
"[37.44, 126.766]",2020-12-10 20:00:00,71.62,78.36,0.0
"[37.44, 126.766]",2020-12-10 21:00:00,77.77,85.14,0.0
"[37.44, 126.766]",2020-12-10 22:00:00,83.46,91.33,0.0
"[37.44, 126.766]",2020-12-10 23:00:00,87.08,95.16,0.0
"[37.44, 126.766]",2020-12-11 00:00:00,86.57,94.34,0.0
"[37.44, 126.766]",2020-12-11 01:00:00,82.45,90.13,0.0
"[37.44, 126.766]",2020-12-11 02:00:00,86.04,93.94,0.0
